31_1	0	12027685	0
31_1	0	12372635	1
31_1	0	12696426	2
31_1	0	13325707	0
31_1	0	13893628	3
31_1	0	14382598	1
31_1	0	15328019	2
31_1	0	15852946	2
31_1	0	16662313	1
31_1	0	17541413	2
31_1	0	17645651	1
31_1	0	17651319	2
31_1	0	18168857	0
31_1	0	20006496	2
31_1	0	20629650	2
31_1	0	22130746	2
31_1	0	22337824	0
31_1	0	22478433	0
31_1	0	22702155	0
31_1	0	23266053	3
31_1	0	23475496	0
31_1	0	23807684	0
31_1	0	24374339	3
31_1	0	25805901	3
31_1	0	26225420	0
31_1	0	26235150	2
31_1	0	27096293	0
31_1	0	31897691	2
31_1	0	34611019	4
31_1	0	35594258	2
31_1	0	37795180	1
31_1	0	38094392	2
31_1	0	1092925	3
31_1	0	1092929	3
31_1	0	1295084	2
31_1	0	1331560	2
31_1	0	1373522	4
31_1	0	1462317	4
31_1	0	1705591	2
31_1	0	1905584	3
31_1	0	1905587	4
31_1	0	191050	4
31_1	0	191055	2
31_1	0	191056	4
31_1	0	2715451	4
31_1	0	291003	4
31_1	0	291004	4
31_1	0	291006	2
31_1	0	2925879	4
31_1	0	2954451	4
31_1	0	3005493	2
31_1	0	3090847	4
31_1	0	3219832	0
31_1	0	3521561	0
31_1	0	3581484	1
31_1	0	3705888	4
31_1	0	3878345	4
31_1	0	3878346	3
31_1	0	3878347	4
31_1	0	3878348	4
31_1	0	3975251	0
31_1	0	3990599	2
31_1	0	3990603	4
31_1	0	4032696	0
31_1	0	4239408	3
31_1	0	4976182	1
31_1	0	4976187	3
31_1	0	5289694	2
31_1	0	5488478	2
31_1	0	5947605	2
31_1	0	5990560	4
31_1	0	6060239	3
31_1	0	6291496	1
31_1	0	6430441	4
31_1	0	6520903	0
31_1	0	6617627	3
31_1	0	6624741	3
31_1	0	6676020	1
31_1	0	6775353	1
31_1	0	6914824	3
31_1	0	7035862	3
31_1	0	7069063	3
31_1	0	7113009	3
31_1	0	7208606	2
31_1	0	745277	3
31_1	0	7524397	2
31_1	0	7632622	2
31_1	0	7672895	0
31_1	0	7672898	1
31_1	0	7722004	2
31_1	0	7722005	2
31_1	0	789620	4
31_1	0	7972824	4
31_1	0	8046971	4
31_1	0	8116566	1
31_1	0	8141109	2
31_1	0	8149031	2
31_1	0	8168665	3
31_1	0	8452824	2
31_1	0	8452826	1
31_1	0	8530114	2
31_1	0	8554836	1
31_1	0	8610842	4
31_1	0	8610846	1
31_1	0	8637099	0
31_1	0	8838764	2
31_2	0	10964853	3
31_2	0	11358049	0
31_2	0	12027685	1
31_2	0	12125371	0
31_2	0	12640284	1
31_2	0	12696426	1
31_2	0	13325707	1
31_2	0	13609225	1
31_2	0	13893628	2
31_2	0	14533558	1
31_2	0	15328019	0
31_2	0	16662313	0
31_2	0	18168857	1
31_2	0	19288634	4
31_2	0	19971359	0
31_2	0	20006496	2
31_2	0	20592515	0
31_2	0	20629650	0
31_2	0	21625128	0
31_2	0	21975309	0
31_2	0	22337824	1
31_2	0	22478433	0
31_2	0	22681105	3
31_2	0	23762880	0
31_2	0	24123590	4
31_2	0	24165580	2
31_2	0	25759054	3
31_2	0	25805901	4
31_2	0	25986505	4
31_2	0	26225420	0
31_2	0	26235150	1
31_2	0	26238801	2
31_2	0	27096293	1
31_2	0	27749229	0
31_2	0	28008967	3
31_2	0	28044529	1
31_2	0	29381370	0
31_2	0	30951893	3
31_2	0	31897691	4
31_2	0	31982757	3
31_2	0	32901996	0
31_2	0	33948404	1
31_2	0	34611019	0
31_2	0	35594258	0
31_2	0	35915435	1
31_2	0	1019257	3
31_2	0	1044829	0
31_2	0	1172370	1
31_2	0	1232334	0
31_2	0	1273740	3
31_2	0	1293988	0
31_2	0	1367262	0
31_2	0	1367265	0
31_2	0	1367266	0
31_2	0	1367267	0
31_2	0	1373522	0
31_2	0	1462317	0
31_2	0	1467228	2
31_2	0	1661806	0
31_2	0	1663363	0
31_2	0	1707008	0
31_2	0	1747985	0
31_2	0	1786254	0
31_2	0	1842742	0
31_2	0	1845838	0
31_2	0	191050	0
31_2	0	191055	0
31_2	0	191056	0
31_2	0	2006564	2
31_2	0	2084517	0
31_2	0	2091338	0
31_2	0	218331	0
31_2	0	220381	0
31_2	0	2398608	0
31_2	0	243658	0
31_2	0	2504183	1
31_2	0	2534660	0
31_2	0	2539307	0
31_2	0	265811	0
31_2	0	2739087	0
31_2	0	2779218	2
31_2	0	2812884	0
31_2	0	2815900	0
31_2	0	2899435	0
31_2	0	291003	4
31_2	0	291004	0
31_2	0	2925881	4
31_2	0	2927308	2
31_2	0	297439	0
31_2	0	3090847	0
31_2	0	3102136	2
31_2	0	3123008	0
31_2	0	3286052	2
31_2	0	3286053	2
31_2	0	3286054	2
31_2	0	3294238	0
31_2	0	3312834	0
31_2	0	3339006	0
31_2	0	3439882	0
31_2	0	3470061	0
31_2	0	355100	0
31_2	0	3563229	3
31_2	0	3581481	4
31_2	0	3581484	0
31_2	0	3581486	3
31_2	0	3646725	0
31_2	0	3671702	0
31_2	0	3705888	0
31_2	0	3878345	0
31_2	0	3878347	0
31_2	0	3878348	0
31_2	0	3975251	0
31_2	0	4139291	3
31_2	0	4144833	0
31_2	0	4190373	0
31_2	0	4213602	0
31_2	0	4449456	0
31_2	0	4480160	0
31_2	0	4662511	4
31_2	0	471484	0
31_2	0	4976184	4
31_2	0	4976187	1
31_2	0	4976188	0
31_2	0	4976190	1
31_2	0	5048256	0
31_2	0	5060027	0
31_2	0	5200885	0
31_2	0	5240197	0
31_2	0	5277022	0
31_2	0	5357610	2
31_2	0	5375362	0
31_2	0	5419970	1
31_2	0	5472492	0
31_2	0	5485077	1
31_2	0	5488480	1
31_2	0	5668175	0
31_2	0	5712650	0
31_2	0	574275	0
31_2	0	5773858	1
31_2	0	5779541	0
31_2	0	5783561	0
31_2	0	5873357	0
31_2	0	5921637	0
31_2	0	5962842	0
31_2	0	608014	2
31_2	0	6169239	1
31_2	0	6217116	2
31_2	0	6242819	0
31_2	0	6291959	0
31_2	0	6325362	0
31_2	0	6561204	2
31_2	0	6608641	0
31_2	0	6617627	3
31_2	0	6624254	0
31_2	0	6624741	0
31_2	0	667313	0
31_2	0	6869171	0
31_2	0	6894666	0
31_2	0	6965459	0
31_2	0	7035854	0
31_2	0	7035858	0
31_2	0	7035859	0
31_2	0	7035860	0
31_2	0	7035861	0
31_2	0	7084181	0
31_2	0	710355	0
31_2	0	7165544	0
31_2	0	717027	1
31_2	0	7198206	0
31_2	0	7310025	0
31_2	0	7364330	4
31_2	0	7391562	0
31_2	0	7541279	0
31_2	0	7632622	2
31_2	0	7635344	1
31_2	0	7672895	3
31_2	0	7672899	3
31_2	0	7672900	3
31_2	0	7672901	3
31_2	0	7672902	3
