81_1	0	16851895	1
81_1	0	21132539	0
81_1	0	29801996	1
81_1	0	32734218	0
81_1	0	1104225	2
81_1	0	1104229	0
81_1	0	1244105	0
81_1	0	1293772	0
81_1	0	1381079	0
81_1	0	1381086	1
81_1	0	1619653	0
81_1	0	1619654	0
81_1	0	1619657	0
81_1	0	1767684	1
81_1	0	1767692	2
81_1	0	1815947	0
81_1	0	1900270	1
81_1	0	1900271	0
81_1	0	1900272	0
81_1	0	1945736	0
81_1	0	1945738	0
81_1	0	2648225	0
81_1	0	2687489	0
81_1	0	2763973	1
81_1	0	2787641	1
81_1	0	2828297	0
81_1	0	2950628	1
81_1	0	2950629	1
81_1	0	2950632	2
81_1	0	2950634	1
81_1	0	3234088	1
81_1	0	3489127	0
81_1	0	3489546	0
81_1	0	3517574	0
81_1	0	3546022	0
81_1	0	3588972	0
81_1	0	3663542	0
81_1	0	368550	1
81_1	0	3753058	0
81_1	0	3780358	0
81_1	0	3918503	0
81_1	0	3942600	1
81_1	0	3942603	2
81_1	0	3942604	2
81_1	0	4438563	0
81_1	0	4516817	2
81_1	0	4516818	2
81_1	0	4516819	2
81_1	0	4516824	1
81_1	0	4516825	3
81_1	0	4516826	1
81_1	0	4532459	1
81_1	0	4913842	2
81_1	0	4913844	1
81_1	0	5171382	0
81_1	0	5241444	0
81_1	0	5490360	0
81_1	0	5498468	1
81_1	0	5498469	0
81_1	0	5498474	0
81_1	0	5498475	0
81_1	0	5566839	1
81_1	0	5665857	0
81_1	0	5665859	0
81_1	0	5665862	0
81_1	0	5665864	0
81_1	0	567294	1
81_1	0	5692955	0
81_1	0	5822853	1
81_1	0	5844152	0
81_1	0	5934326	0
81_1	0	6024409	1
81_1	0	6087033	1
81_1	0	6087038	1
81_1	0	6087039	1
81_1	0	6115072	0
81_1	0	6115074	1
81_1	0	6154872	2
81_1	0	6154873	2
81_1	0	6154874	1
81_1	0	6154876	2
81_1	0	6154877	2
81_1	0	6154878	2
81_1	0	6157928	0
81_1	0	6245028	0
81_1	0	6273827	0
81_1	0	6440457	0
81_1	0	6446368	1
81_1	0	6474431	0
81_1	0	6519779	0
81_1	0	6542464	0
81_1	0	6555538	0
81_1	0	6568085	0
81_1	0	6801809	0
81_1	0	7246602	1
81_1	0	7246604	2
81_1	0	7308614	0
81_1	0	7308619	0
81_1	0	7335374	0
81_1	0	7517889	0
81_1	0	7699205	0
81_1	0	7713534	0
81_1	0	7987331	0
81_1	0	8136171	0
81_1	0	8270730	0
81_1	0	8270733	0
81_1	0	8454278	0
81_1	0	8471548	0
81_1	0	8581568	0
81_1	0	8752370	0
81_1	0	8752372	0
81_1	0	8752375	0
81_1	0	888456	0
81_1	0	888457	0
81_2	0	13405602	0
81_2	0	16196131	1
81_2	0	16851895	1
81_2	0	17753494	0
81_2	0	18646502	1
81_2	0	21469840	0
81_2	0	24185464	0
81_2	0	24602520	0
81_2	0	25231897	1
81_2	0	27918083	0
81_2	0	29801996	1
81_2	0	33516767	0
81_2	0	36333977	1
81_2	0	37666965	0
81_2	0	1078899	0
81_2	0	1104225	3
81_2	0	1111481	0
81_2	0	1179984	0
81_2	0	1619653	0
81_2	0	1767684	1
81_2	0	1815947	0
81_2	0	1900265	1
81_2	0	1900272	0
81_2	0	1945742	0
81_2	0	1985091	0
81_2	0	2287591	0
81_2	0	2406005	1
81_2	0	2763973	1
81_2	0	2839715	1
81_2	0	2950627	2
81_2	0	2950628	2
81_2	0	2950629	2
81_2	0	2950633	2
81_2	0	2950634	1
81_2	0	3234094	1
81_2	0	3489127	0
81_2	0	3489545	0
81_2	0	3489546	0
81_2	0	3517574	0
81_2	0	3517577	1
81_2	0	3753058	0
81_2	0	3780358	0
81_2	0	3942603	2
81_2	0	3942604	1
81_2	0	4351638	0
81_2	0	4516817	2
81_2	0	4516818	2
81_2	0	4516819	1
81_2	0	4516824	1
81_2	0	4516825	1
81_2	0	4516826	2
81_2	0	4532453	0
81_2	0	4578598	0
81_2	0	4688655	0
81_2	0	4688657	0
81_2	0	4688658	0
81_2	0	4688660	1
81_2	0	4688663	1
81_2	0	4688664	1
81_2	0	4913842	2
81_2	0	4913844	2
81_2	0	4959784	0
81_2	0	4959789	0
81_2	0	5029287	0
81_2	0	5171382	0
81_2	0	5241444	0
81_2	0	5446008	0
81_2	0	5490360	0
81_2	0	5498469	0
81_2	0	5498474	0
81_2	0	5665857	0
81_2	0	5665864	0
81_2	0	5822848	0
81_2	0	5822849	1
81_2	0	5826741	0
81_2	0	5996949	0
81_2	0	5996951	0
81_2	0	6024403	2
81_2	0	6024410	2
81_2	0	6087033	1
81_2	0	6087035	0
81_2	0	6087038	0
81_2	0	6115070	0
81_2	0	6115073	0
81_2	0	6115074	3
81_2	0	6154874	1
81_2	0	6273827	0
81_2	0	6410089	0
81_2	0	6542462	2
81_2	0	6568085	0
81_2	0	6568086	0
81_2	0	6581549	0
81_2	0	6616702	0
81_2	0	6616707	0
81_2	0	7043914	0
81_2	0	7095684	1
81_2	0	7095685	1
81_2	0	7095686	1
81_2	0	7246601	2
81_2	0	7246602	2
81_2	0	7246604	2
81_2	0	7246607	1
81_2	0	7308611	2
81_2	0	7308614	1
81_2	0	7308619	1
81_2	0	7335374	0
81_2	0	7699205	0
81_2	0	7699209	0
81_2	0	7829208	0
81_2	0	8091791	0
81_2	0	8270730	0
81_2	0	8270731	0
81_2	0	8270733	0
81_2	0	8752370	0
81_2	0	8752375	0
81_2	0	8752378	0
81_2	0	888453	0
81_2	0	950024	0
81_3	0	14254147	0
81_3	0	1000895	0
81_3	0	1111481	0
81_3	0	1159940	0
81_3	0	1288608	0
81_3	0	1293772	0
81_3	0	1293775	0
81_3	0	1381086	3
81_3	0	1509834	0
81_3	0	1619650	0
81_3	0	1619654	0
81_3	0	1619656	2
81_3	0	167686	0
81_3	0	1767683	4
81_3	0	1767684	2
81_3	0	1767686	2
81_3	0	1767689	3
81_3	0	1815943	0
81_3	0	1815949	2
81_3	0	1945736	0
81_3	0	1945738	0
81_3	0	1945740	2
81_3	0	1945742	0
81_3	0	1968099	0
81_3	0	1975364	0
81_3	0	2198465	0
81_3	0	2579206	0
81_3	0	2656931	0
81_3	0	2828297	2
81_3	0	3052629	2
81_3	0	3344803	0
81_3	0	3383021	0
81_3	0	3489128	3
81_3	0	3613794	0
81_3	0	3639054	2
81_3	0	3653875	2
81_3	0	368559	3
81_3	0	3730742	0
81_3	0	3780352	0
81_3	0	3780356	2
81_3	0	4437915	0
81_3	0	4438563	0
81_3	0	4505560	2
81_3	0	4913842	0
81_3	0	505001	0
81_3	0	5107801	0
81_3	0	5107806	0
81_3	0	5171382	0
81_3	0	5241443	0
81_3	0	5241444	0
81_3	0	5537701	0
81_3	0	5570938	3
81_3	0	5632219	0
81_3	0	5637247	0
81_3	0	5665865	0
81_3	0	5692954	0
81_3	0	5692955	0
81_3	0	5715982	4
81_3	0	5735446	0
81_3	0	5762042	0
81_3	0	5908161	0
81_3	0	5937942	2
81_3	0	5996947	0
81_3	0	5996950	2
81_3	0	6087030	0
81_3	0	6154874	0
81_3	0	6159304	3
81_3	0	6160969	3
81_3	0	6160970	3
81_3	0	6162563	0
81_3	0	6230800	0
81_3	0	6245028	2
81_3	0	628863	0
81_3	0	6440450	2
81_3	0	6440452	0
81_3	0	6440453	0
81_3	0	6474435	2
81_3	0	6510568	0
81_3	0	6555538	0
81_3	0	6706237	0
81_3	0	671687	0
81_3	0	705540	0
81_3	0	7070417	3
81_3	0	7214804	0
81_3	0	7335372	2
81_3	0	7699209	1
81_3	0	8052397	0
81_3	0	8476941	0
81_3	0	8485218	0
81_3	0	8487157	0
81_3	0	8558367	2
81_3	0	888453	0
81_4	0	12864939	0
81_4	0	15773887	0
81_4	0	16643820	0
81_4	0	20593803	0
81_4	0	21395487	0
81_4	0	22217034	0
81_4	0	25231897	0
81_4	0	34031296	0
81_4	0	35446078	0
81_4	0	37186067	0
81_4	0	1293770	3
81_4	0	1293772	3
81_4	0	1293775	0
81_4	0	1381079	3
81_4	0	1381083	1
81_4	0	1381085	2
81_4	0	1619653	0
81_4	0	1619654	3
81_4	0	1619655	0
81_4	0	1619656	0
81_4	0	1720869	0
81_4	0	1732065	0
81_4	0	1767683	0
81_4	0	1767684	0
81_4	0	1767692	0
81_4	0	1791176	0
81_4	0	1815946	0
81_4	0	1815947	0
81_4	0	1815949	0
81_4	0	1900267	0
81_4	0	1900270	0
81_4	0	1900272	0
81_4	0	1945736	4
81_4	0	1945740	2
81_4	0	1975364	0
81_4	0	1985091	0
81_4	0	2297796	0
81_4	0	2481726	0
81_4	0	2579206	0
81_4	0	2579208	0
81_4	0	2579209	0
81_4	0	262042	0
81_4	0	2648224	0
81_4	0	2648230	0
81_4	0	2828297	0
81_4	0	3052629	0
81_4	0	3148884	0
81_4	0	3489129	0
81_4	0	3517569	0
81_4	0	3517577	0
81_4	0	3613794	0
